🦥 Unsloth: Will patch your computer to enable 2x faster free finetuning.
INFO 11-29 22:41:38 [__init__.py:216] Automatically detected platform cuda.
🦥 Unsloth Zoo will now patch everything to make training faster!
INFO 11-29 22:41:51 [vllm_utils.py:700] Unsloth: Patching vLLM v1 graph capture
==((====))==  Unsloth 2025.11.2: Fast Qwen3 patching. Transformers: 4.56.2. vLLM: 0.11.0.
   \\   /|    NVIDIA RTX 6000 Ada Generation. Num GPUs = 1. Max memory: 47.372 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.8.0+cu128. CUDA: 8.9. CUDA Toolkit: 12.8. Triton: 3.4.0
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.32.post1. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
Unsloth: vLLM loading unsloth/Qwen3-4B-Instruct-2507 with actual GPU utilization = 59.41%
Unsloth: Your GPU has CUDA compute capability 8.9 with VRAM = 47.37 GB.
Unsloth: Using conservativeness = 1.0. Chunked prefill tokens = 2048. Num Sequences = 288.
Unsloth: vLLM's KV Cache can use up to 21.08 GB. Also swap space = 6 GB.
Unsloth: Not an error, but `device` is not supported in vLLM. Skipping.
INFO 11-29 22:41:53 [utils.py:233] non-default args: {'dtype': torch.bfloat16, 'seed': 0, 'max_model_len': 2048, 'enable_prefix_caching': True, 'swap_space': 6, 'gpu_memory_utilization': 0.5941472125626335, 'max_num_batched_tokens': 2048, 'max_num_seqs': 288, 'max_logprobs': 0, 'disable_log_stats': True, 'enable_lora': True, 'max_lora_rank': 64, 'enable_chunked_prefill': True, 'compilation_config': {"level":3,"debug_dump_path":"","cache_dir":"","backend":"inductor","custom_ops":[],"splitting_ops":null,"use_inductor":true,"compile_sizes":null,"inductor_compile_config":{"epilogue_fusion":true,"max_autotune":false,"shape_padding":true,"trace.enabled":false,"triton.cudagraphs":true,"debug":false,"dce":true,"memory_planning":true,"coordinate_descent_tuning":false,"trace.graph_diagram":false,"compile_threads":32,"group_fusion":true,"disable_progress":false,"verbose_progress":true,"triton.multi_kernel":0,"triton.use_block_ptr":true,"triton.enable_persistent_tma_matmul":true,"triton.autotune_at_compile_time":false,"triton.cooperative_reductions":false,"cuda.compile_opt_level":"-O2","cuda.enable_cuda_lto":true,"combo_kernels":false,"benchmark_combo_kernel":true,"combo_kernel_foreach_dynamic_shapes":true,"enable_auto_functionalized_v2":false},"inductor_passes":{},"cudagraph_mode":[2,1],"use_cudagraph":true,"cudagraph_num_of_warmups":1,"cudagraph_capture_sizes":null,"cudagraph_copy_inputs":false,"full_cuda_graph":false,"use_inductor_graph_partition":false,"pass_config":{},"max_capture_size":null,"local_cache_dir":null}, 'model': 'unsloth/Qwen3-4B-Instruct-2507'}
INFO 11-29 22:41:54 [model.py:547] Resolved architecture: Qwen3ForCausalLM
INFO 11-29 22:41:54 [model.py:1510] Using max model len 2048
INFO 11-29 22:41:56 [scheduler.py:205] Chunked prefill is enabled with max_num_batched_tokens=2048.
WARNING 11-29 22:41:56 [lora.py:92] `lora_extra_vocab_size` is deprecated and will be removed in v0.12.0. Additional vocabulary support for LoRA adapters is being phased out.
INFO 11-29 22:41:57 [core.py:77] Initializing a V1 LLM engine (v0.11.0) with config: model='unsloth/Qwen3-4B-Instruct-2507', speculative_config=None, tokenizer='unsloth/Qwen3-4B-Instruct-2507', skip_tokenizer_init=False, tokenizer_mode=auto, revision=None, tokenizer_revision=None, trust_remote_code=False, dtype=torch.bfloat16, max_seq_len=2048, download_dir=None, load_format=auto, tensor_parallel_size=1, pipeline_parallel_size=1, data_parallel_size=1, disable_custom_all_reduce=False, quantization=None, enforce_eager=False, kv_cache_dtype=auto, device_config=cuda, structured_outputs_config=StructuredOutputsConfig(backend='auto', disable_fallback=False, disable_any_whitespace=False, disable_additional_properties=False, reasoning_parser=''), observability_config=ObservabilityConfig(show_hidden_metrics_for_version=None, otlp_traces_endpoint=None, collect_detailed_traces=None), seed=0, served_model_name=unsloth/Qwen3-4B-Instruct-2507, enable_prefix_caching=True, chunked_prefill_enabled=True, pooler_config=None, compilation_config={"level":3,"debug_dump_path":"","cache_dir":"","backend":"inductor","custom_ops":[],"splitting_ops":["vllm.unified_attention","vllm.unified_attention_with_output","vllm.mamba_mixer2","vllm.mamba_mixer","vllm.short_conv","vllm.linear_attention","vllm.plamo2_mamba_mixer","vllm.gdn_attention","vllm.sparse_attn_indexer"],"use_inductor":true,"compile_sizes":[],"inductor_compile_config":{"epilogue_fusion":true,"max_autotune":false,"shape_padding":true,"trace.enabled":false,"triton.cudagraphs":true,"debug":false,"dce":true,"memory_planning":true,"coordinate_descent_tuning":false,"trace.graph_diagram":false,"compile_threads":32,"group_fusion":true,"disable_progress":false,"verbose_progress":true,"triton.multi_kernel":0,"triton.use_block_ptr":true,"triton.enable_persistent_tma_matmul":true,"triton.autotune_at_compile_time":false,"triton.cooperative_reductions":false,"cuda.compile_opt_level":"-O2","cuda.enable_cuda_lto":true,"combo_kernels":false,"benchmark_combo_kernel":true,"combo_kernel_foreach_dynamic_shapes":true,"enable_auto_functionalized_v2":false},"inductor_passes":{},"cudagraph_mode":[2,1],"use_cudagraph":true,"cudagraph_num_of_warmups":1,"cudagraph_capture_sizes":[512,504,496,488,480,472,464,456,448,440,432,424,416,408,400,392,384,376,368,360,352,344,336,328,320,312,304,296,288,280,272,264,256,248,240,232,224,216,208,200,192,184,176,168,160,152,144,136,128,120,112,104,96,88,80,72,64,56,48,40,32,24,16,8,4,2,1],"cudagraph_copy_inputs":false,"full_cuda_graph":false,"use_inductor_graph_partition":false,"pass_config":{},"max_capture_size":512,"local_cache_dir":null}
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
INFO 11-29 22:41:57 [parallel_state.py:1208] rank 0 in world size 1 is assigned as DP rank 0, PP rank 0, TP rank 0, EP rank 0
WARNING 11-29 22:41:57 [topk_topp_sampler.py:66] FlashInfer is not available. Falling back to the PyTorch-native implementation of top-p & top-k sampling. For the best performance, please install FlashInfer.
INFO 11-29 22:41:57 [gpu_model_runner.py:2602] Starting to load model unsloth/Qwen3-4B-Instruct-2507...
INFO 11-29 22:41:58 [gpu_model_runner.py:2634] Loading model from scratch...
INFO 11-29 22:41:58 [cuda.py:366] Using Flash Attention backend on V1 engine.
INFO 11-29 22:41:59 [weight_utils.py:392] Using model weights format ['*.safetensors']
INFO 11-29 22:42:00 [default_loader.py:267] Loading weights took 1.53 seconds
INFO 11-29 22:42:00 [punica_selector.py:19] Using PunicaWrapperGPU.
INFO 11-29 22:42:01 [gpu_model_runner.py:2653] Model loading took 7.8112 GiB and 2.477860 seconds
INFO 11-29 22:42:17 [backends.py:548] Using cache directory: /hpc/home/bfa6/.cache/vllm/torch_compile_cache/e630eed92a/rank_0_0/backbone for vLLM's torch.compile
INFO 11-29 22:42:17 [backends.py:559] Dynamo bytecode transform time: 15.63 s
INFO 11-29 22:42:23 [backends.py:164] Directly load the compiled graph(s) for dynamic shape from the cache, took 5.274 s
INFO 11-29 22:42:25 [monitor.py:34] torch.compile takes 15.63 s in total
INFO 11-29 22:42:27 [gpu_worker.py:298] Available KV cache memory: 18.74 GiB
INFO 11-29 22:42:27 [kv_cache_utils.py:1087] GPU KV cache size: 136,464 tokens
INFO 11-29 22:42:27 [kv_cache_utils.py:1091] Maximum concurrency for 2,048 tokens per request: 66.63x
INFO 11-29 22:42:27 [vllm_utils.py:705] Unsloth: Running patched vLLM v1 `capture_model`.
INFO 11-29 22:42:40 [gpu_model_runner.py:3480] Graph capturing finished in 13 secs, took 1.25 GiB
INFO 11-29 22:42:40 [vllm_utils.py:712] Unsloth: Patched vLLM v1 graph capture finished in 13 secs.
INFO 11-29 22:42:41 [core.py:210] init engine (profile, create kv cache, warmup model) took 40.35 seconds
INFO 11-29 22:42:42 [llm.py:306] Supported_tasks: ('generate',)
Unsloth: Just some info: will skip parsing ['k_norm', 'pre_feedforward_layernorm', 'ffn_norm', 'layer_norm1', 'attention_norm', 'norm2', 'input_layernorm', 'post_layernorm', 'norm', 'post_attention_layernorm', 'q_norm', 'norm1', 'post_feedforward_layernorm', 'layer_norm2']
Performing substitution for additional_keys=set()
Unsloth: Just some info: will skip parsing ['k_norm', 'pre_feedforward_layernorm', 'ffn_norm', 'layer_norm1', 'attention_norm', 'norm2', 'input_layernorm', 'post_layernorm', 'norm', 'cross_attn_input_layernorm', 'cross_attn_post_attention_layernorm', 'post_attention_layernorm', 'q_norm', 'norm1', 'post_feedforward_layernorm', 'layer_norm2']
==((====))==  Unsloth 2025.11.2: Fast Qwen3 patching. Transformers: 4.56.2. vLLM: 0.11.0.
   \\   /|    NVIDIA RTX 6000 Ada Generation. Num GPUs = 1. Max memory: 47.372 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.8.0+cu128. CUDA: 8.9. CUDA Toolkit: 12.8. Triton: 3.4.0
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.32.post1. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
WARNING 11-29 22:43:09 [processor.py:215] vLLM has deprecated support for supporting different tokenizers for different LoRAs. By default, vLLM uses base model's tokenizer. If you are using a LoRA with its own tokenizer, consider specifying `--tokenizer [lora_path]` to use the LoRA tokenizer.
{'loss': -0.0031, 'grad_norm': 2.4626853466033936, 'learning_rate': 0.0, 'num_tokens': 2898.0, 'completions/mean_length': 146.5, 'completions/min_length': 137.0, 'completions/max_length': 152.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 146.5, 'completions/min_terminated_length': 137.0, 'completions/max_terminated_length': 152.0, 'rewards/calculate_rewards/mean': 0.5639506578445435, 'rewards/calculate_rewards/std': 0.29701241850852966, 'reward': 0.5639506578445435, 'reward_std': 0.29701241850852966, 'frac_reward_zero_std': 0.0, 'completion_length': 146.5, 'kl': 0.0, 'sampling/sampling_logp_difference/mean': 0.06078793480992317, 'sampling/sampling_logp_difference/max': 1.5177648067474365, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.9897500872612, 'sampling/importance_sampling_ratio/max': 1.9450656175613403, 'epoch': 0.0}
Unsloth: Will smartly offload gradients to save VRAM!
{'loss': -0.0027, 'grad_norm': 2.9390461444854736, 'learning_rate': 1.0000000000000002e-06, 'num_tokens': 5775.0, 'completions/mean_length': 61.25, 'completions/min_length': 51.0, 'completions/max_length': 73.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 61.25, 'completions/min_terminated_length': 51.0, 'completions/max_terminated_length': 73.0, 'rewards/calculate_rewards/mean': -0.32485342025756836, 'rewards/calculate_rewards/std': 0.3502931296825409, 'reward': -0.32485342025756836, 'reward_std': 0.3502931296825409, 'frac_reward_zero_std': 0.0, 'completion_length': 61.25, 'kl': 0.0, 'sampling/sampling_logp_difference/mean': 0.06796462088823318, 'sampling/sampling_logp_difference/max': 1.4055819511413574, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.8637185096740723, 'sampling/importance_sampling_ratio/max': 1.611461877822876, 'epoch': 0.0}
{'loss': -0.0074, 'grad_norm': 3.8720149993896484, 'learning_rate': 2.0000000000000003e-06, 'num_tokens': 8750.0, 'completions/mean_length': 55.75, 'completions/min_length': 46.0, 'completions/max_length': 66.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 55.75, 'completions/min_terminated_length': 46.0, 'completions/max_terminated_length': 66.0, 'rewards/calculate_rewards/mean': 0.20633971691131592, 'rewards/calculate_rewards/std': 0.0074345385655760765, 'reward': 0.20633971691131592, 'reward_std': 0.0074345385655760765, 'frac_reward_zero_std': 0.0, 'completion_length': 55.75, 'kl': 0.0033896269742399454, 'sampling/sampling_logp_difference/mean': 0.07740747183561325, 'sampling/sampling_logp_difference/max': 1.840311050415039, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.87271648645401, 'sampling/importance_sampling_ratio/max': 1.7598415613174438, 'epoch': 0.0}
{'loss': -0.0008, 'grad_norm': 2.997117519378662, 'learning_rate': 3e-06, 'num_tokens': 11867.0, 'completions/mean_length': 98.25, 'completions/min_length': 69.0, 'completions/max_length': 109.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 98.25, 'completions/min_terminated_length': 69.0, 'completions/max_terminated_length': 109.0, 'rewards/calculate_rewards/mean': -0.16794353723526, 'rewards/calculate_rewards/std': 0.38342705368995667, 'reward': -0.16794353723526, 'reward_std': 0.3834270238876343, 'frac_reward_zero_std': 0.0, 'completion_length': 98.25, 'kl': 0.0027295281179249287, 'sampling/sampling_logp_difference/mean': 0.07209984213113785, 'sampling/sampling_logp_difference/max': 1.2465543746948242, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.9387080669403076, 'sampling/importance_sampling_ratio/max': 1.917854905128479, 'epoch': 0.0}
{'loss': 0.0023, 'grad_norm': 2.469837188720703, 'learning_rate': 4.000000000000001e-06, 'num_tokens': 14677.0, 'completions/mean_length': 96.5, 'completions/min_length': 89.0, 'completions/max_length': 112.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 96.5, 'completions/min_terminated_length': 89.0, 'completions/max_terminated_length': 112.0, 'rewards/calculate_rewards/mean': 0.16238531470298767, 'rewards/calculate_rewards/std': 0.009607511572539806, 'reward': 0.16238531470298767, 'reward_std': 0.009607511572539806, 'frac_reward_zero_std': 0.0, 'completion_length': 96.5, 'kl': 0.0020911863539367914, 'sampling/sampling_logp_difference/mean': 0.074533611536026, 'sampling/sampling_logp_difference/max': 1.1215839385986328, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.8954043984413147, 'sampling/importance_sampling_ratio/max': 1.5813484191894531, 'epoch': 0.01}
{'loss': -0.0034, 'grad_norm': 1.9816607236862183, 'learning_rate': 5e-06, 'num_tokens': 17821.0, 'completions/mean_length': 90.0, 'completions/min_length': 70.0, 'completions/max_length': 104.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 90.0, 'completions/min_terminated_length': 70.0, 'completions/max_terminated_length': 104.0, 'rewards/calculate_rewards/mean': 0.35049211978912354, 'rewards/calculate_rewards/std': 0.3429196774959564, 'reward': 0.35049211978912354, 'reward_std': 0.3429196774959564, 'frac_reward_zero_std': 0.0, 'completion_length': 90.0, 'kl': 0.002124482998624444, 'sampling/sampling_logp_difference/mean': 0.05643480643630028, 'sampling/sampling_logp_difference/max': 1.2685348987579346, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.8844804167747498, 'sampling/importance_sampling_ratio/max': 1.5367687940597534, 'epoch': 0.01}
{'loss': -0.0032, 'grad_norm': 3.219676971435547, 'learning_rate': 6e-06, 'num_tokens': 21278.0, 'completions/mean_length': 63.25, 'completions/min_length': 55.0, 'completions/max_length': 68.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 63.25, 'completions/min_terminated_length': 55.0, 'completions/max_terminated_length': 68.0, 'rewards/calculate_rewards/mean': -0.14510135352611542, 'rewards/calculate_rewards/std': 0.40981289744377136, 'reward': -0.14510135352611542, 'reward_std': 0.409812867641449, 'frac_reward_zero_std': 0.0, 'completion_length': 63.25, 'kl': 0.0024544401094317436, 'sampling/sampling_logp_difference/mean': 0.10118597745895386, 'sampling/sampling_logp_difference/max': 1.5194239616394043, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.952136754989624, 'sampling/importance_sampling_ratio/max': 1.5015592575073242, 'epoch': 0.01}
{'loss': 0.0056, 'grad_norm': 1.9276858568191528, 'learning_rate': 7.000000000000001e-06, 'num_tokens': 24569.0, 'completions/mean_length': 112.75, 'completions/min_length': 91.0, 'completions/max_length': 132.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 112.75, 'completions/min_terminated_length': 91.0, 'completions/max_terminated_length': 132.0, 'rewards/calculate_rewards/mean': 0.32617488503456116, 'rewards/calculate_rewards/std': 0.3147641122341156, 'reward': 0.32617488503456116, 'reward_std': 0.314764142036438, 'frac_reward_zero_std': 0.0, 'completion_length': 112.75, 'kl': 0.003133984049782157, 'sampling/sampling_logp_difference/mean': 0.09319457411766052, 'sampling/sampling_logp_difference/max': 2.034794807434082, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.8798989057540894, 'sampling/importance_sampling_ratio/max': 1.8334821462631226, 'epoch': 0.01}
{'loss': -0.0025, 'grad_norm': 2.018907308578491, 'learning_rate': 8.000000000000001e-06, 'num_tokens': 27917.0, 'completions/mean_length': 86.0, 'completions/min_length': 76.0, 'completions/max_length': 92.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 86.0, 'completions/min_terminated_length': 76.0, 'completions/max_terminated_length': 92.0, 'rewards/calculate_rewards/mean': 0.3594202995300293, 'rewards/calculate_rewards/std': 0.33916348218917847, 'reward': 0.3594202995300293, 'reward_std': 0.33916348218917847, 'frac_reward_zero_std': 0.0, 'completion_length': 86.0, 'kl': 0.0034162397496402264, 'sampling/sampling_logp_difference/mean': 0.1059817373752594, 'sampling/sampling_logp_difference/max': 1.7257299423217773, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.9637524485588074, 'sampling/importance_sampling_ratio/max': 1.6572383642196655, 'epoch': 0.01}
{'loss': 0.0008, 'grad_norm': 0.7745761275291443, 'learning_rate': 9e-06, 'num_tokens': 33778.0, 'completions/mean_length': 518.25, 'completions/min_length': 490.0, 'completions/max_length': 540.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 518.25, 'completions/min_terminated_length': 490.0, 'completions/max_terminated_length': 540.0, 'rewards/calculate_rewards/mean': 0.41619637608528137, 'rewards/calculate_rewards/std': 0.026104139164090157, 'reward': 0.41619637608528137, 'reward_std': 0.026104139164090157, 'frac_reward_zero_std': 0.0, 'completion_length': 518.25, 'kl': 0.0008947012247517705, 'sampling/sampling_logp_difference/mean': 0.019095325842499733, 'sampling/sampling_logp_difference/max': 1.1774592399597168, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.9674540162086487, 'sampling/importance_sampling_ratio/max': 1.8641053438186646, 'epoch': 0.01}
{'loss': 0.0037, 'grad_norm': 1.553784728050232, 'learning_rate': 1e-05, 'num_tokens': 36783.0, 'completions/mean_length': 92.25, 'completions/min_length': 86.0, 'completions/max_length': 99.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 92.25, 'completions/min_terminated_length': 86.0, 'completions/max_terminated_length': 99.0, 'rewards/calculate_rewards/mean': -0.16596989333629608, 'rewards/calculate_rewards/std': 0.6680601835250854, 'reward': -0.16596989333629608, 'reward_std': 0.6680601835250854, 'frac_reward_zero_std': 0.0, 'completion_length': 92.25, 'kl': 0.0032076695933938026, 'sampling/sampling_logp_difference/mean': 0.06013517081737518, 'sampling/sampling_logp_difference/max': 1.281015396118164, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.9513993859291077, 'sampling/importance_sampling_ratio/max': 1.4472907781600952, 'epoch': 0.01}
{'loss': 0.0011, 'grad_norm': 2.1232283115386963, 'learning_rate': 1.1000000000000001e-05, 'num_tokens': 40051.0, 'completions/mean_length': 103.0, 'completions/min_length': 92.0, 'completions/max_length': 111.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 103.0, 'completions/min_terminated_length': 92.0, 'completions/max_terminated_length': 111.0, 'rewards/calculate_rewards/mean': 0.1686447262763977, 'rewards/calculate_rewards/std': 0.5448651313781738, 'reward': 0.1686447262763977, 'reward_std': 0.5448651313781738, 'frac_reward_zero_std': 0.0, 'completion_length': 103.0, 'kl': 0.0019732005894184113, 'sampling/sampling_logp_difference/mean': 0.05877349153161049, 'sampling/sampling_logp_difference/max': 1.8968768119812012, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.9547960758209229, 'sampling/importance_sampling_ratio/max': 1.716233253479004, 'epoch': 0.01}
