🦥 Unsloth: Will patch your computer to enable 2x faster free finetuning.
INFO 12-01 00:11:17 [__init__.py:216] Automatically detected platform cuda.
🦥 Unsloth Zoo will now patch everything to make training faster!
INFO 12-01 00:11:30 [vllm_utils.py:700] Unsloth: Patching vLLM v1 graph capture
==((====))==  Unsloth 2025.11.2: Fast Qwen3 patching. Transformers: 4.56.2. vLLM: 0.11.0.
   \\   /|    NVIDIA RTX 6000 Ada Generation. Num GPUs = 1. Max memory: 47.372 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.8.0+cu128. CUDA: 8.9. CUDA Toolkit: 12.8. Triton: 3.4.0
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.32.post1. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
Unsloth: vLLM loading unsloth/Qwen3-4B-Instruct-2507 with actual GPU utilization = 59.41%
Unsloth: Your GPU has CUDA compute capability 8.9 with VRAM = 47.37 GB.
Unsloth: Using conservativeness = 1.0. Chunked prefill tokens = 2048. Num Sequences = 288.
Unsloth: vLLM's KV Cache can use up to 21.08 GB. Also swap space = 6 GB.
Unsloth: Not an error, but `device` is not supported in vLLM. Skipping.
INFO 12-01 00:11:32 [utils.py:233] non-default args: {'dtype': torch.bfloat16, 'seed': 0, 'max_model_len': 2048, 'enable_prefix_caching': True, 'swap_space': 6, 'gpu_memory_utilization': 0.5941472125626335, 'max_num_batched_tokens': 2048, 'max_num_seqs': 288, 'max_logprobs': 0, 'disable_log_stats': True, 'enable_lora': True, 'max_lora_rank': 64, 'enable_chunked_prefill': True, 'compilation_config': {"level":3,"debug_dump_path":"","cache_dir":"","backend":"inductor","custom_ops":[],"splitting_ops":null,"use_inductor":true,"compile_sizes":null,"inductor_compile_config":{"epilogue_fusion":true,"max_autotune":false,"shape_padding":true,"trace.enabled":false,"triton.cudagraphs":true,"debug":false,"dce":true,"memory_planning":true,"coordinate_descent_tuning":false,"trace.graph_diagram":false,"compile_threads":25,"group_fusion":true,"disable_progress":false,"verbose_progress":true,"triton.multi_kernel":0,"triton.use_block_ptr":true,"triton.enable_persistent_tma_matmul":true,"triton.autotune_at_compile_time":false,"triton.cooperative_reductions":false,"cuda.compile_opt_level":"-O2","cuda.enable_cuda_lto":true,"combo_kernels":false,"benchmark_combo_kernel":true,"combo_kernel_foreach_dynamic_shapes":true,"enable_auto_functionalized_v2":false},"inductor_passes":{},"cudagraph_mode":[2,1],"use_cudagraph":true,"cudagraph_num_of_warmups":1,"cudagraph_capture_sizes":null,"cudagraph_copy_inputs":false,"full_cuda_graph":false,"use_inductor_graph_partition":false,"pass_config":{},"max_capture_size":null,"local_cache_dir":null}, 'model': 'unsloth/Qwen3-4B-Instruct-2507'}
INFO 12-01 00:11:32 [model.py:547] Resolved architecture: Qwen3ForCausalLM
INFO 12-01 00:11:32 [model.py:1510] Using max model len 2048
INFO 12-01 00:11:34 [scheduler.py:205] Chunked prefill is enabled with max_num_batched_tokens=2048.
WARNING 12-01 00:11:34 [lora.py:92] `lora_extra_vocab_size` is deprecated and will be removed in v0.12.0. Additional vocabulary support for LoRA adapters is being phased out.
INFO 12-01 00:11:35 [core.py:77] Initializing a V1 LLM engine (v0.11.0) with config: model='unsloth/Qwen3-4B-Instruct-2507', speculative_config=None, tokenizer='unsloth/Qwen3-4B-Instruct-2507', skip_tokenizer_init=False, tokenizer_mode=auto, revision=None, tokenizer_revision=None, trust_remote_code=False, dtype=torch.bfloat16, max_seq_len=2048, download_dir=None, load_format=auto, tensor_parallel_size=1, pipeline_parallel_size=1, data_parallel_size=1, disable_custom_all_reduce=False, quantization=None, enforce_eager=False, kv_cache_dtype=auto, device_config=cuda, structured_outputs_config=StructuredOutputsConfig(backend='auto', disable_fallback=False, disable_any_whitespace=False, disable_additional_properties=False, reasoning_parser=''), observability_config=ObservabilityConfig(show_hidden_metrics_for_version=None, otlp_traces_endpoint=None, collect_detailed_traces=None), seed=0, served_model_name=unsloth/Qwen3-4B-Instruct-2507, enable_prefix_caching=True, chunked_prefill_enabled=True, pooler_config=None, compilation_config={"level":3,"debug_dump_path":"","cache_dir":"","backend":"inductor","custom_ops":[],"splitting_ops":["vllm.unified_attention","vllm.unified_attention_with_output","vllm.mamba_mixer2","vllm.mamba_mixer","vllm.short_conv","vllm.linear_attention","vllm.plamo2_mamba_mixer","vllm.gdn_attention","vllm.sparse_attn_indexer"],"use_inductor":true,"compile_sizes":[],"inductor_compile_config":{"epilogue_fusion":true,"max_autotune":false,"shape_padding":true,"trace.enabled":false,"triton.cudagraphs":true,"debug":false,"dce":true,"memory_planning":true,"coordinate_descent_tuning":false,"trace.graph_diagram":false,"compile_threads":25,"group_fusion":true,"disable_progress":false,"verbose_progress":true,"triton.multi_kernel":0,"triton.use_block_ptr":true,"triton.enable_persistent_tma_matmul":true,"triton.autotune_at_compile_time":false,"triton.cooperative_reductions":false,"cuda.compile_opt_level":"-O2","cuda.enable_cuda_lto":true,"combo_kernels":false,"benchmark_combo_kernel":true,"combo_kernel_foreach_dynamic_shapes":true,"enable_auto_functionalized_v2":false},"inductor_passes":{},"cudagraph_mode":[2,1],"use_cudagraph":true,"cudagraph_num_of_warmups":1,"cudagraph_capture_sizes":[512,504,496,488,480,472,464,456,448,440,432,424,416,408,400,392,384,376,368,360,352,344,336,328,320,312,304,296,288,280,272,264,256,248,240,232,224,216,208,200,192,184,176,168,160,152,144,136,128,120,112,104,96,88,80,72,64,56,48,40,32,24,16,8,4,2,1],"cudagraph_copy_inputs":false,"full_cuda_graph":false,"use_inductor_graph_partition":false,"pass_config":{},"max_capture_size":512,"local_cache_dir":null}
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
[Gloo] Rank 0 is connected to 0 peer ranks. Expected number of connected peer ranks is : 0
INFO 12-01 00:11:35 [parallel_state.py:1208] rank 0 in world size 1 is assigned as DP rank 0, PP rank 0, TP rank 0, EP rank 0
WARNING 12-01 00:11:35 [topk_topp_sampler.py:66] FlashInfer is not available. Falling back to the PyTorch-native implementation of top-p & top-k sampling. For the best performance, please install FlashInfer.
INFO 12-01 00:11:35 [gpu_model_runner.py:2602] Starting to load model unsloth/Qwen3-4B-Instruct-2507...
INFO 12-01 00:11:36 [gpu_model_runner.py:2634] Loading model from scratch...
INFO 12-01 00:11:36 [cuda.py:366] Using Flash Attention backend on V1 engine.
INFO 12-01 00:11:36 [weight_utils.py:392] Using model weights format ['*.safetensors']
INFO 12-01 00:11:38 [default_loader.py:267] Loading weights took 1.45 seconds
INFO 12-01 00:11:38 [punica_selector.py:19] Using PunicaWrapperGPU.
INFO 12-01 00:11:38 [gpu_model_runner.py:2653] Model loading took 7.8112 GiB and 2.218594 seconds
INFO 12-01 00:11:54 [backends.py:548] Using cache directory: /hpc/home/bfa6/.cache/vllm/torch_compile_cache/de90462174/rank_0_0/backbone for vLLM's torch.compile
INFO 12-01 00:11:54 [backends.py:559] Dynamo bytecode transform time: 14.87 s
INFO 12-01 00:12:00 [backends.py:164] Directly load the compiled graph(s) for dynamic shape from the cache, took 5.530 s
INFO 12-01 00:12:02 [monitor.py:34] torch.compile takes 14.87 s in total
INFO 12-01 00:12:03 [gpu_worker.py:298] Available KV cache memory: 18.74 GiB
INFO 12-01 00:12:03 [kv_cache_utils.py:1087] GPU KV cache size: 136,464 tokens
INFO 12-01 00:12:03 [kv_cache_utils.py:1091] Maximum concurrency for 2,048 tokens per request: 66.63x
INFO 12-01 00:12:04 [vllm_utils.py:705] Unsloth: Running patched vLLM v1 `capture_model`.
INFO 12-01 00:12:16 [gpu_model_runner.py:3480] Graph capturing finished in 13 secs, took 1.25 GiB
INFO 12-01 00:12:16 [vllm_utils.py:712] Unsloth: Patched vLLM v1 graph capture finished in 13 secs.
INFO 12-01 00:12:17 [core.py:210] init engine (profile, create kv cache, warmup model) took 38.95 seconds
INFO 12-01 00:12:18 [llm.py:306] Supported_tasks: ('generate',)
Unsloth: Just some info: will skip parsing ['norm1', 'post_feedforward_layernorm', 'norm', 'layer_norm2', 'attention_norm', 'layer_norm1', 'input_layernorm', 'ffn_norm', 'post_layernorm', 'norm2', 'post_attention_layernorm', 'q_norm', 'k_norm', 'pre_feedforward_layernorm']
Performing substitution for additional_keys=set()
Unsloth: Just some info: will skip parsing ['norm1', 'cross_attn_post_attention_layernorm', 'post_feedforward_layernorm', 'norm', 'layer_norm2', 'attention_norm', 'cross_attn_input_layernorm', 'layer_norm1', 'input_layernorm', 'ffn_norm', 'post_layernorm', 'norm2', 'post_attention_layernorm', 'q_norm', 'k_norm', 'pre_feedforward_layernorm']
==((====))==  Unsloth 2025.11.2: Fast Qwen3 patching. Transformers: 4.56.2. vLLM: 0.11.0.
   \\   /|    NVIDIA RTX 6000 Ada Generation. Num GPUs = 1. Max memory: 47.372 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.8.0+cu128. CUDA: 8.9. CUDA Toolkit: 12.8. Triton: 3.4.0
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.32.post1. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
WARNING 12-01 00:12:40 [processor.py:215] vLLM has deprecated support for supporting different tokenizers for different LoRAs. By default, vLLM uses base model's tokenizer. If you are using a LoRA with its own tokenizer, consider specifying `--tokenizer [lora_path]` to use the LoRA tokenizer.
Unsloth: Will smartly offload gradients to save VRAM!
{'loss': -0.0004, 'grad_norm': 0.27342185378074646, 'learning_rate': 0.0, 'num_tokens': 12000.0, 'completions/mean_length': 98.75, 'completions/min_length': 35.0, 'completions/max_length': 177.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 98.75, 'completions/min_terminated_length': 35.0, 'completions/max_terminated_length': 177.0, 'rewards/calculate_rewards/mean': -0.20236943662166595, 'rewards/calculate_rewards/std': 0.5325620174407959, 'reward': -0.20236943662166595, 'reward_std': 0.006929138675332069, 'frac_reward_zero_std': 0.75, 'completion_length': 98.75, 'kl': 0.0034932412672787905, 'sampling/sampling_logp_difference/mean': 0.028992434963583946, 'sampling/sampling_logp_difference/max': 1.4046476483345032, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.39893263578414917, 'sampling/importance_sampling_ratio/max': 1.6283184885978699, 'epoch': 0.0}
{'loss': 0.0054, 'grad_norm': 0.6678242683410645, 'learning_rate': 5.000000000000001e-07, 'num_tokens': 24550.0, 'completions/mean_length': 81.125, 'completions/min_length': 42.0, 'completions/max_length': 109.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 81.125, 'completions/min_terminated_length': 42.0, 'completions/max_terminated_length': 109.0, 'rewards/calculate_rewards/mean': -0.20616400241851807, 'rewards/calculate_rewards/std': 0.3441964387893677, 'reward': -0.20616400241851807, 'reward_std': 0.2519267797470093, 'frac_reward_zero_std': 0.25, 'completion_length': 81.125, 'kl': 0.002125516242813319, 'sampling/sampling_logp_difference/mean': 0.024491196032613516, 'sampling/sampling_logp_difference/max': 1.597061276435852, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.30011997371912, 'sampling/importance_sampling_ratio/max': 1.7107309401035309, 'epoch': 0.01}
{'loss': -0.002, 'grad_norm': 0.45135295391082764, 'learning_rate': 1.0000000000000002e-06, 'num_tokens': 40027.0, 'completions/mean_length': 199.5625, 'completions/min_length': 62.0, 'completions/max_length': 559.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 199.5625, 'completions/min_terminated_length': 62.0, 'completions/max_terminated_length': 559.0, 'rewards/calculate_rewards/mean': -0.28469201922416687, 'rewards/calculate_rewards/std': 0.48493340611457825, 'reward': -0.28469201922416687, 'reward_std': 0.16471217572689056, 'frac_reward_zero_std': 0.75, 'completion_length': 199.5625, 'kl': 0.0019813538092421368, 'sampling/sampling_logp_difference/mean': 0.00892740092240274, 'sampling/sampling_logp_difference/max': 1.622654378414154, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.2494062427431345, 'sampling/importance_sampling_ratio/max': 1.6127086877822876, 'epoch': 0.01}
{'loss': 0.0001, 'grad_norm': 0.4082763195037842, 'learning_rate': 1.5e-06, 'num_tokens': 53442.0, 'completions/mean_length': 116.1875, 'completions/min_length': 77.0, 'completions/max_length': 152.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 116.1875, 'completions/min_terminated_length': 77.0, 'completions/max_terminated_length': 152.0, 'rewards/calculate_rewards/mean': -0.12823432683944702, 'rewards/calculate_rewards/std': 0.47753822803497314, 'reward': -0.12823432683944702, 'reward_std': 0.1767675280570984, 'frac_reward_zero_std': 0.5, 'completion_length': 116.1875, 'kl': 0.002272325800731778, 'sampling/sampling_logp_difference/mean': 0.047783950343728065, 'sampling/sampling_logp_difference/max': 1.3801024556159973, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.542594701051712, 'sampling/importance_sampling_ratio/max': 1.7519265413284302, 'epoch': 0.02}
{'loss': 0.0006, 'grad_norm': 0.1559101939201355, 'learning_rate': 2.0000000000000003e-06, 'num_tokens': 67056.0, 'completions/mean_length': 142.625, 'completions/min_length': 84.0, 'completions/max_length': 273.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 142.625, 'completions/min_terminated_length': 84.0, 'completions/max_terminated_length': 273.0, 'rewards/calculate_rewards/mean': -0.26094257831573486, 'rewards/calculate_rewards/std': 0.44625499844551086, 'reward': -0.26094257831573486, 'reward_std': 0.07130143791437149, 'frac_reward_zero_std': 0.75, 'completion_length': 142.625, 'kl': 0.002389210741966963, 'sampling/sampling_logp_difference/mean': 0.03278698306530714, 'sampling/sampling_logp_difference/max': 1.9967365264892578, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.4411311745643616, 'sampling/importance_sampling_ratio/max': 1.5284578502178192, 'epoch': 0.02}
{'loss': -0.0028, 'grad_norm': 0.8684777021408081, 'learning_rate': 2.5e-06, 'num_tokens': 79994.0, 'completions/mean_length': 89.375, 'completions/min_length': 59.0, 'completions/max_length': 142.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 89.375, 'completions/min_terminated_length': 59.0, 'completions/max_terminated_length': 142.0, 'rewards/calculate_rewards/mean': -0.08046619594097137, 'rewards/calculate_rewards/std': 0.4083552062511444, 'reward': -0.08046619594097137, 'reward_std': 0.3307686150074005, 'frac_reward_zero_std': 0.0, 'completion_length': 89.375, 'kl': 0.0020651464874390513, 'sampling/sampling_logp_difference/mean': 0.021064273780211806, 'sampling/sampling_logp_difference/max': 1.445188820362091, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.25631651654839516, 'sampling/importance_sampling_ratio/max': 1.6497333347797394, 'epoch': 0.02}
{'loss': -0.0013, 'grad_norm': 0.5200231075286865, 'learning_rate': 3e-06, 'num_tokens': 92249.0, 'completions/mean_length': 84.1875, 'completions/min_length': 40.0, 'completions/max_length': 151.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 84.1875, 'completions/min_terminated_length': 40.0, 'completions/max_terminated_length': 151.0, 'rewards/calculate_rewards/mean': -0.3731189966201782, 'rewards/calculate_rewards/std': 0.27286240458488464, 'reward': -0.3731189966201782, 'reward_std': 0.18168264627456665, 'frac_reward_zero_std': 0.5, 'completion_length': 84.1875, 'kl': 0.0028665941208601, 'sampling/sampling_logp_difference/mean': 0.025507220067083836, 'sampling/sampling_logp_difference/max': 1.5411829948425293, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.37448909878730774, 'sampling/importance_sampling_ratio/max': 1.5644964277744293, 'epoch': 0.03}
{'loss': -0.0002, 'grad_norm': 0.12611010670661926, 'learning_rate': 3.5000000000000004e-06, 'num_tokens': 106806.0, 'completions/mean_length': 151.8125, 'completions/min_length': 38.0, 'completions/max_length': 336.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 151.8125, 'completions/min_terminated_length': 38.0, 'completions/max_terminated_length': 336.0, 'rewards/calculate_rewards/mean': -0.25542423129081726, 'rewards/calculate_rewards/std': 0.4578046500682831, 'reward': -0.25542423129081726, 'reward_std': 0.07535271346569061, 'frac_reward_zero_std': 0.75, 'completion_length': 151.8125, 'kl': 0.003780821949476376, 'sampling/sampling_logp_difference/mean': 0.019299664068967104, 'sampling/sampling_logp_difference/max': 1.573732852935791, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.3412029631435871, 'sampling/importance_sampling_ratio/max': 1.7968590557575226, 'epoch': 0.03}
{'loss': 0.0045, 'grad_norm': 0.7903228402137756, 'learning_rate': 4.000000000000001e-06, 'num_tokens': 119705.0, 'completions/mean_length': 89.6875, 'completions/min_length': 57.0, 'completions/max_length': 154.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 89.6875, 'completions/min_terminated_length': 57.0, 'completions/max_terminated_length': 154.0, 'rewards/calculate_rewards/mean': -0.19482421875, 'rewards/calculate_rewards/std': 0.44058936834335327, 'reward': -0.19482421875, 'reward_std': 0.22997839748859406, 'frac_reward_zero_std': 0.5, 'completion_length': 89.6875, 'kl': 0.0028747014584951103, 'sampling/sampling_logp_difference/mean': 0.03197418665513396, 'sampling/sampling_logp_difference/max': 1.996888518333435, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.3752093017101288, 'sampling/importance_sampling_ratio/max': 1.5995777249336243, 'epoch': 0.04}
{'loss': 0.0009, 'grad_norm': 0.5481724739074707, 'learning_rate': 4.5e-06, 'num_tokens': 132282.0, 'completions/mean_length': 77.0625, 'completions/min_length': 50.0, 'completions/max_length': 120.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 77.0625, 'completions/min_terminated_length': 50.0, 'completions/max_terminated_length': 120.0, 'rewards/calculate_rewards/mean': -0.15416666865348816, 'rewards/calculate_rewards/std': 0.618685245513916, 'reward': -0.15416666865348816, 'reward_std': 0.003921677358448505, 'frac_reward_zero_std': 0.75, 'completion_length': 77.0625, 'kl': 0.001399420405505225, 'sampling/sampling_logp_difference/mean': 0.022914525121450424, 'sampling/sampling_logp_difference/max': 1.3449979424476624, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.30720051378011703, 'sampling/importance_sampling_ratio/max': 1.5629263818264008, 'epoch': 0.04}
{'loss': -0.0016, 'grad_norm': 0.4558519423007965, 'learning_rate': 5e-06, 'num_tokens': 146359.0, 'completions/mean_length': 115.3125, 'completions/min_length': 57.0, 'completions/max_length': 233.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 115.3125, 'completions/min_terminated_length': 57.0, 'completions/max_terminated_length': 233.0, 'rewards/calculate_rewards/mean': -0.24074074625968933, 'rewards/calculate_rewards/std': 0.5028130412101746, 'reward': -0.24074074625968933, 'reward_std': 0.24658752977848053, 'frac_reward_zero_std': 0.5, 'completion_length': 115.3125, 'kl': 0.001392312638927251, 'sampling/sampling_logp_difference/mean': 0.01918908767402172, 'sampling/sampling_logp_difference/max': 1.5423104166984558, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.3386729247868061, 'sampling/importance_sampling_ratio/max': 1.4949960112571716, 'epoch': 0.04}
{'loss': 0.0036, 'grad_norm': 0.6968932747840881, 'learning_rate': 5.500000000000001e-06, 'num_tokens': 159343.0, 'completions/mean_length': 118.5, 'completions/min_length': 44.0, 'completions/max_length': 198.0, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 118.5, 'completions/min_terminated_length': 44.0, 'completions/max_terminated_length': 198.0, 'rewards/calculate_rewards/mean': -0.09288345277309418, 'rewards/calculate_rewards/std': 0.45886942744255066, 'reward': -0.09288345277309418, 'reward_std': 0.2874293327331543, 'frac_reward_zero_std': 0.25, 'completion_length': 118.5, 'kl': 0.0071141181397251785, 'sampling/sampling_logp_difference/mean': 0.022319961804896593, 'sampling/sampling_logp_difference/max': 1.2773038148880005, 'sampling/importance_sampling_ratio/min': 0.0, 'sampling/importance_sampling_ratio/mean': 0.30871614813804626, 'sampling/importance_sampling_ratio/max': 1.6588528752326965, 'epoch': 0.05}
